"No"	"キーワード"	"SEO難易度"	"月間検索数"	"CPC ($)"	"競合性"	"出現時期"
"2228"	"サイクルポート耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2229"	"防水工事 耐用年数 減価償却"	"24"	"50"	"0"	"0"	"1年以上前"
"2230"	"外構工事 減価償却耐用年数"	"24"	"50"	"0"	"0"	"1年以上前"
"2231"	"ディスポーザー耐用年数"	"27"	"50"	"2.74"	"10"	"1年以上前"
"2232"	"タディスセルフ 耐用年数"	"null"	"50"	"0"	"2"	"1年以上前"
"2233"	"スーツケース 法定耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2234"	"街路灯 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2235"	"空調設備 法定耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2236"	"lan配線工事 耐用年数 国税庁"	"null"	"50"	"0"	"0"	"1年以上前"
"2237"	"集塵機 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2238"	"木造アパート 法定耐用年数"	"null"	"50"	"6.46"	"9"	"1年以上前"
"2239"	"ルーター 耐用年数 国税庁"	"null"	"50"	"0"	"0"	"1年以上前"
"2240"	"包装機 法定耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2241"	"灯油タンク 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2242"	"橋梁 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2243"	"機械 法定耐用年数"	"31"	"50"	"0"	"0"	"1年以上前"
"2244"	"ドラム式洗濯乾燥機 耐用年数"	"null"	"50"	"0"	"1"	"1年以上前"
"2245"	"耐用年数経過後 減価償却"	"null"	"50"	"0"	"1"	"1年以上前"
"2246"	"軽鉄 耐用年数"	"null"	"50"	"9.02"	"3"	"半年以内"
"2247"	"増圧ポンプ 耐用年数"	"null"	"50"	"9.56"	"10"	"1年以上前"
"2248"	"spf材 屋外 耐用年数"	"null"	"50"	"0"	"1"	"1年以上前"
"2249"	"法定耐用年数 マンション"	"null"	"50"	"0"	"2"	"1年以上前"
"2250"	"デジカメ 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2251"	"ファインsi 耐用年数"	"null"	"50"	"1.44"	"14"	"1年以上前"
"2252"	"カーテンレール 耐用年数 国税庁"	"46"	"50"	"0"	"0"	"1年以上前"
"2253"	"サーバ 減価償却 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2254"	"木造モルタル 耐用年数"	"null"	"50"	"0"	"3"	"1年以上前"
"2255"	"無形固定資産 耐用年数 国税庁"	"null"	"50"	"0"	"0"	"1年以上前"
"2256"	"積水ハウス耐用年数"	"38"	"50"	"0"	"2"	"1年以上前"
"2257"	"自転車置き場 耐用年数 国税庁"	"null"	"50"	"0"	"0"	"1年以上前"
"2258"	"空調工事 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2259"	"扉 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2260"	"打ち込み井戸 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2261"	"ups法定耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2262"	"モニター 減価償却 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2263"	"スマホ 耐用年数 減価償却"	"29"	"50"	"0"	"0"	"1年以上前"
"2264"	"木造住宅 耐用年数 国税庁"	"47"	"50"	"0"	"0"	"1年以上前"
"2265"	"新車 法定耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2266"	"電気柵 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2267"	"高圧ケーブル 耐用年数 保安協会"	"null"	"50"	"0"	"2"	"1年以上前"
"2268"	"電子黒板 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2269"	"屋根 耐用年数 減価償却"	"27"	"50"	"0"	"0"	"1年以上前"
"2270"	"スキャナー 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2271"	"期待耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2272"	"耐用年数の短縮の承認申請書"	"null"	"50"	"0"	"0"	"1年以内"
"2273"	"償却資産税 耐用年数経過後"	"null"	"50"	"0"	"0"	"1年以上前"
"2274"	"乗用車 法定耐用年数"	"null"	"50"	"0"	"1"	"1年以上前"
"2275"	"太陽光発電設備 法定耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2276"	"樹ら楽ステージ 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2277"	"入れ歯 耐用年数"	"28"	"50"	"0"	"3"	"1年以上前"
"2278"	"造作の耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2279"	"非常放送設備 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2280"	"プラ束 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2281"	"プレハブ小屋 耐用年数"	"null"	"50"	"0"	"1"	"1年以上前"
"2282"	"耐用年数 機械装置 国税庁"	"null"	"50"	"0"	"0"	"1年以上前"
"2283"	"重機 耐用年数 国税庁"	"null"	"50"	"0"	"0"	"1年以上前"
"2284"	"トンネル耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2285"	"ファイアウォール 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2286"	"無停電電源装置 耐用年数 国税庁"	"null"	"50"	"0"	"0"	"1年以上前"
"2287"	"溶接機 耐用年数 国税庁"	"null"	"50"	"0"	"0"	"1年以上前"
"2288"	"ノートパソコン 耐用年数 減価償却"	"null"	"50"	"0"	"3"	"1年以上前"
"2289"	"店舗 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2290"	"電化製品耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2291"	"日本ペイント 塗料 耐用年数"	"24"	"50"	"0"	"1"	"1年以上前"
"2292"	"タイル 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2293"	"屋根工事 耐用年数"	"27"	"50"	"5.22"	"3"	"1年以上前"
"2294"	"空調服 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2295"	"鋳鉄管 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2296"	"法定耐用年数 経済的耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2297"	"耐用年数 pc"	"null"	"50"	"0"	"0"	"1年以上前"
"2298"	"ライフジャケット耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2299"	"キッチン 法定耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2300"	"コンデンサー 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2301"	"車椅子 耐用年数 国税庁"	"null"	"50"	"0"	"0"	"1年以上前"
"2302"	"ミシン 耐用年数 減価償却"	"null"	"50"	"0"	"0"	"1年以上前"
"2303"	"サッシ 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2304"	"太陽光蓄電池 耐用年数"	"null"	"50"	"2.8"	"16"	"1年以上前"
"2305"	"トイレ便器 耐用年数"	"null"	"50"	"0.87"	"16"	"1年以上前"
"2306"	"銅管 耐用年数"	"null"	"50"	"0"	"1"	"1年以上前"
"2307"	"配線工事 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2308"	"no.5406 他人の建物に対する造作の耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2309"	"aed耐用年数 日本光電"	"null"	"50"	"0"	"2"	"1年以上前"
"2310"	"償却期間 耐用年数 違い"	"null"	"50"	"0"	"0"	"1年以上前"
"2311"	"ラック 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2312"	"資産の 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2313"	"家電 耐用年数 一覧"	"47"	"50"	"0"	"0"	"1年以上前"
"2314"	"法定耐用年数木造住宅"	"null"	"50"	"0"	"1"	"1年以上前"
"2315"	"耐用年数 簡便法"	"null"	"50"	"0"	"0"	"1年以上前"
"2316"	"減価償却 耐用年数変更"	"null"	"50"	"0"	"0"	"1年以上前"
"2317"	"減価償却 耐用年数 住宅"	"null"	"50"	"0"	"9"	"1年以上前"
"2318"	"ベッドフレーム 耐用年数"	"null"	"50"	"1.02"	"17"	"1年以上前"
"2319"	"タワーマンション耐用年数"	"null"	"50"	"1.37"	"8"	"1年以上前"
"2320"	"フローリング 賃貸 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2321"	"リース資産 買取 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2322"	"資産耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2323"	"法人税耐用年数"	"30"	"50"	"0"	"0"	"1年以上前"
"2324"	"カーポート 耐用年数 リクシル"	"null"	"50"	"0"	"7"	"1年以上前"
"2325"	"太陽光パネル 減価償却 耐用年数"	"null"	"50"	"0"	"3"	"1年以上前"
"2326"	"太陽光パネル耐用年数減価償却"	"null"	"50"	"0"	"3"	"1年以上前"
"2327"	"発電機 減価償却 耐用年数"	"null"	"50"	"0"	"0"	"1年以上前"
"2328"	"防犯カメラ耐用年数減価償却"	"22"	"50"	"0"	"0"	"1年以上前"
"2329"	"マンション給水ポンプ 耐用年数"	"47"	"50"	"0"	"4"	"1年以上前"
"2330"	"農業 耐用年数 国税庁"	"49"	"50"	"0"	"0"	"1年以上前"
"2331"	"心電計 耐用年数"	"29"	"40"	"0"	"0"	"1年以上前"
"2332"	"リース期間 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2333"	"巾木 耐用年数 賃貸"	"null"	"40"	"0"	"0"	"1年以上前"
"2334"	"耐用年数 洗濯機"	"null"	"40"	"0"	"4"	"1年以上前"
"2335"	"耐用年数通達逐条解説"	"null"	"40"	"0"	"1"	"1年以上前"
"2336"	"地方公営企業法施行規則 耐用年数表"	"null"	"40"	"0"	"0"	"1年以上前"
"2337"	"側溝 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2338"	"圧力鍋 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2339"	"aed 耐用年数 減価償却"	"null"	"40"	"0"	"0"	"1年以上前"
"2340"	"中古耐用年数 経過年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2341"	"減価償却費 耐用年数経過後"	"null"	"40"	"0"	"0"	"1年以上前"
"2342"	"地下タンク ライニング 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2343"	"経済的耐用年数基準"	"null"	"40"	"0"	"0"	"1年以上前"
"2344"	"サウナ 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2345"	"木造一戸建て 耐用年数"	"null"	"40"	"1.66"	"10"	"1年以上前"
"2346"	"架台 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2347"	"耐用年数 国税庁 一覧"	"null"	"40"	"0"	"0"	"1年以上前"
"2348"	"木造中古 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2349"	"側溝 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2350"	"内部造作 耐用年数 15年"	"null"	"40"	"0"	"0"	"1年以上前"
"2351"	"インクジェットプリンタ 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2352"	"軽自動車耐用年数減価償却"	"null"	"40"	"0"	"2"	"1年以上前"
"2353"	"プロジェクター 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2354"	"カインズ ウッドデッキ 耐用年数"	"null"	"40"	"0"	"3"	"1年以上前"
"2355"	"衣類乾燥機耐用年数"	"25"	"40"	"0"	"0"	"1年以上前"
"2356"	"電気錠 耐用年数 国税庁"	"49"	"40"	"0"	"0"	"1年以上前"
"2357"	"膝人工関節 耐用年数"	"null"	"40"	"0"	"2"	"1年以内"
"2358"	"オフィスチェア 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2359"	"自販機 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2360"	"メガネフレーム 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2361"	"スチームコンベクション 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2362"	"人工膝関節 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2363"	"poフィルム 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2364"	"alc造 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2365"	"ルーフヒーター 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2366"	"半たわみ舗装 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2367"	"木造建物 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2368"	"ガレージ 減価償却 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2369"	"軽自動車中古減価償却耐用年数"	"33"	"40"	"0"	"8"	"1年以上前"
"2370"	"トラック減価償却耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2371"	"オーデフレッシュsi100iii 耐用年数"	"null"	"40"	"0"	"8"	"1年以上前"
"2372"	"シンクロウェザー 耐用年数"	"24"	"40"	"0"	"3"	"1年以上前"
"2373"	"ヘリコプター耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2374"	"プロテクションフィルム 耐用年数"	"20"	"40"	"0.64"	"8"	"1年以上前"
"2375"	"アスファルト 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2376"	"電動自転車 減価償却 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2377"	"ウルト 防錆 耐用 年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2378"	"エアドライヤー 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2379"	"マンホール蓋 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2380"	"浄化槽 耐用年数 減価償却"	"null"	"40"	"0"	"0"	"1年以上前"
"2381"	"マッサージチェア 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2382"	"マンションエレベーター耐用年数"	"null"	"40"	"0"	"6"	"1年以上前"
"2383"	"国税庁 主な減価償却資産の耐用年数表"	"null"	"40"	"0"	"0"	"半年以内"
"2384"	"テーブル法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2385"	"大型トラック耐用年数国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2386"	"設計料 減価償却 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2387"	"耐用年数 調べ方 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2388"	"ホワイトボード耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2389"	"天井カセットエアコン 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2390"	"営業車両 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2391"	"クレーン車 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2392"	"ウレタン塗装 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2393"	"srcマンション 耐用年数"	"44"	"40"	"0"	"4"	"1年以上前"
"2394"	"壁掛けエアコン 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2395"	"シーリング材 耐用年数"	"null"	"40"	"2.88"	"13"	"1年以上前"
"2396"	"外壁塗装法定耐用年数"	"28"	"40"	"0"	"1"	"1年以上前"
"2397"	"黒部ダム 耐用年数"	"24"	"40"	"0"	"0"	"1年以上前"
"2398"	"税務耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2399"	"補助金 耐用年数"	"31"	"40"	"0"	"0"	"1年以上前"
"2400"	"太陽光発電パネル 耐用年数"	"25"	"40"	"1.83"	"20"	"1年以上前"
"2401"	"機械・装置の耐用年数表等の番号"	"null"	"40"	"0"	"0"	"半年以内"
"2402"	"電動ベット 耐用年数"	"null"	"40"	"0"	"3"	"1年以上前"
"2403"	"スレート耐用年数"	"null"	"40"	"0.29"	"10"	"1年以上前"
"2404"	"衣装 減価償却 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2405"	"建物 資本的支出 耐用年数"	"null"	"40"	"0"	"0"	"1年以内"
"2406"	"アルミテープ 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2407"	"3dプリンター 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2408"	"農業用保冷庫 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2409"	"漁船エンジン 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2410"	"ユニットバス 耐用年数 リクシル"	"null"	"40"	"0"	"2"	"1年以上前"
"2411"	"耐用年数 構造"	"null"	"40"	"0"	"2"	"1年以上前"
"2412"	"耐用年数4年 償却率"	"null"	"40"	"0"	"0"	"1年以上前"
"2413"	"耐用年数計算方法"	"null"	"40"	"0"	"0"	"1年以上前"
"2414"	"キャリーケース 耐用年数"	"null"	"40"	"0"	"1"	"1年以内"
"2415"	"vp管 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2416"	"浄化槽ポンプ 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2417"	"耐用年数 改正 歴史"	"null"	"40"	"0"	"0"	"1年以上前"
"2418"	"水性セラミシリコン 耐用年数"	"null"	"40"	"0"	"4"	"1年以上前"
"2419"	"経済耐用年数 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2420"	"ブロワ 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2421"	"普通自動車 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2422"	"パナソニック食洗機 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2423"	"空調設備工事 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2424"	"軽量鉄骨 耐用年数過ぎたら 減価償却"	"null"	"40"	"0"	"4"	"1年以上前"
"2425"	"コーヒーマシン 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2426"	"エコキュート 耐用年数 パナソニック"	"31"	"40"	"4.87"	"27"	"1年以上前"
"2427"	"住宅 耐用年数 国税庁"	"53"	"40"	"0"	"0"	"1年以上前"
"2428"	"電動歯ブラシ 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2429"	"エアコン 勘定科目 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2430"	"畳 耐用年数 賃貸"	"27"	"40"	"0"	"0"	"1年以上前"
"2431"	"キュービクル 耐用年数 保安協会"	"46"	"40"	"0"	"5"	"1年以上前"
"2432"	"中古車両減価償却耐用年数"	"33"	"40"	"0.09"	"12"	"1年以上前"
"2433"	"蓄電池 減価償却 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2434"	"耐用年数変更 会計処理"	"null"	"40"	"0"	"0"	"1年以上前"
"2435"	"耐用年数の変更 会計処理"	"null"	"40"	"0"	"0"	"1年以内"
"2436"	"店舗内装 耐用年数"	"26"	"40"	"0"	"1"	"1年以上前"
"2437"	"スタッドレスタイヤ 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2438"	"減価償却 耐用年数 倉庫"	"null"	"40"	"0"	"1"	"1年以上前"
"2439"	"プレハブ 減価償却 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2440"	"エスケープレミアムシリコン 耐用年数"	"null"	"40"	"1.05"	"11"	"1年以上前"
"2441"	"クレガーレ 耐用年数"	"null"	"40"	"0"	"11"	"1年以上前"
"2442"	"法定耐用年数 車両"	"null"	"40"	"0"	"0"	"1年以上前"
"2443"	"サーバー 耐用年数 6年"	"null"	"40"	"0"	"0"	"1年以上前"
"2444"	"耐用年数表 機械"	"null"	"40"	"0"	"0"	"過去90日"
"2445"	"サイン工事 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2446"	"特殊自動車 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2447"	"機械耐用年数表"	"32"	"40"	"0"	"0"	"1年以上前"
"2448"	"漁船 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2449"	"水中ポンプ 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2450"	"アスファルトルーフィング 22kg 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2451"	"軽量鉄骨 減価償却 耐用年数"	"null"	"40"	"8.8"	"4"	"1年以上前"
"2452"	"セラミシリコン 耐用年数"	"null"	"40"	"0.79"	"10"	"1年以上前"
"2453"	"レーザー加工機耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2454"	"法定耐用年数 償却率"	"null"	"40"	"0"	"0"	"1年以上前"
"2455"	"営業車 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2456"	"法定耐用年数 rc"	"null"	"40"	"0"	"0"	"1年以上前"
"2457"	"誘導灯 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2458"	"業務用空調機 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2459"	"ポリカーボネート ヘルメット 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2460"	"鉄骨 コンクリート ブロック 造 耐用 年数"	"null"	"40"	"0"	"0"	"半年以内"
"2461"	"ブロワー 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2462"	"キシラデコールコンゾラン 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2463"	"塀 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2464"	"テナント内装工事 耐用年数"	"33"	"40"	"0"	"0"	"1年以上前"
"2465"	"ポンプ 耐用年数 減価償却"	"null"	"40"	"0"	"0"	"1年以上前"
"2466"	"入退室管理システム 耐用年数"	"26"	"40"	"0"	"0"	"1年以上前"
"2467"	"仮設トイレ 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2468"	"合皮 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2469"	"動力噴霧器 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2470"	"大規模修繕 耐用年数 国税庁"	"46"	"40"	"0"	"0"	"1年以上前"
"2471"	"耐用年数2年 定率法"	"null"	"40"	"0"	"0"	"1年以上前"
"2472"	"ネットワークスイッチ 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2473"	"ザバーン 防草シート 耐用年数"	"null"	"40"	"0"	"66"	"1年以上前"
"2474"	"耐用年数 国税庁 別表"	"null"	"40"	"0"	"0"	"1年以内"
"2475"	"航空機 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2476"	"新古車 減価償却 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2477"	"賃貸内装工事 耐用年数"	"21"	"40"	"0"	"0"	"1年以上前"
"2478"	"中央監視装置 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2479"	"ガソリン携行缶 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2480"	"消火ポンプ 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2481"	"パソコン の 耐用 年数 は"	"null"	"40"	"0"	"2"	"1年以上前"
"2482"	"ネットワーク機器 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2483"	"建物修繕 減価償却 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2484"	"減価償却 耐用年数 超える"	"null"	"40"	"0"	"2"	"1年以内"
"2485"	"ケンエースg2 耐用年数"	"null"	"40"	"0"	"8"	"1年以上前"
"2486"	"設計耐用年数"	"27"	"40"	"0"	"0"	"1年以上前"
"2487"	"義足耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2488"	"亜鉛メッキ耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2489"	"ザバーン 耐用年数"	"null"	"40"	"0"	"14"	"1年以上前"
"2490"	"プレキャストコンクリート 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2491"	"ポット 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2492"	"パーテーション法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2493"	"カーテンレール 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2494"	"アルミサッシ 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2495"	"プレス機 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2496"	"プレジャーボート 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2497"	"敷鉄板 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2498"	"屋根塗料 耐用年数"	"null"	"40"	"3.34"	"20"	"1年以上前"
"2499"	"カーペット 耐用年数 国税庁"	"54"	"40"	"0"	"0"	"1年以上前"
"2500"	"排気ファン 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2501"	"キッチンパネル 耐用年数"	"25"	"40"	"0"	"0"	"1年以上前"
"2502"	"保冷庫 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2503"	"動画 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2504"	"屋上防水 耐用年数 国土交通省"	"35"	"40"	"0"	"2"	"1年以上前"
"2505"	"ヘルメット耐用年数 法律"	"null"	"40"	"0"	"2"	"1年以上前"
"2506"	"カーナビ 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2507"	"原状回復 畳 耐用年数"	"25"	"40"	"0"	"1"	"1年以上前"
"2508"	"償却資産 中古 耐用年数"	"29"	"40"	"0"	"0"	"1年以上前"
"2509"	"電子レンジ耐用年数国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2510"	"基礎パッキン 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2511"	"業務用ボイラー 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2512"	"デスク 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2513"	"vcb 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2514"	"x-pac 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2515"	"電話設備 耐用年数 10年"	"null"	"40"	"0"	"0"	"1年以上前"
"2516"	"ugs 耐用年数"	"null"	"40"	"0"	"5"	"1年以上前"
"2517"	"法定耐用年数 経済耐用年数"	"null"	"40"	"0"	"0"	"1年以内"
"2518"	"ウレタン塗膜防水 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2519"	"減価償却 耐用年数 トラック"	"null"	"40"	"0"	"0"	"1年以上前"
"2520"	"減価償却 耐用年数 太陽光"	"null"	"40"	"0"	"4"	"過去90日"
"2521"	"資産除去債務 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2522"	"カメラ 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2523"	"軽量鉄骨プレハブ 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2524"	"レーザープリンタ 耐用年数"	"null"	"40"	"0"	"0"	"1年以内"
"2525"	"温水便座 耐用年数"	"null"	"40"	"0"	"7"	"1年以上前"
"2526"	"ケトル 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2527"	"プレハブ事務所 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2528"	"トレーラー 耐用年数 国税庁"	"58"	"40"	"0"	"0"	"1年以上前"
"2529"	"農業用設備 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2530"	"給湯器 耐用年数 ノーリツ"	"40"	"40"	"0.89"	"19"	"1年以上前"
"2531"	"軽量鉄骨 法定耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2532"	"led照明 法定耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2533"	"ノートpc 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2534"	"デジタルサイネージ法定耐用年数"	"37"	"40"	"0"	"0"	"1年以上前"
