"No"	"キーワード"	"SEO難易度"	"月間検索数"	"CPC ($)"	"競合性"	"出現時期"
"643"	"資本的支出 追加工事 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"644"	"企業会計原則 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"645"	"資本的支出 収益的支出 国税庁"	"null"	"0"	"0"	"0"	"1年以上前"
"646"	"壁の塗り替え 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"647"	"水道メーター交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"648"	"3年以内取得建物 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"649"	"資本的支出 修繕費 判定 フローチャート"	"null"	"0"	"0"	"0"	"1年以上前"
"650"	"フォークリフトのバッテリー交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"651"	"資本的支出 書き方"	"null"	"0"	"0"	"0"	"1年以上前"
"652"	"原状回復費 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"653"	"資本的支出 特例 計算方法"	"null"	"0"	"0"	"0"	"1年以上前"
"654"	"資本的支出 人件費"	"null"	"0"	"0"	"0"	"1年以上前"
"655"	"資本的支出 セグメント"	"null"	"0"	"0"	"0"	"1年以上前"
"656"	"車両 エンジン交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"657"	"アパート 外壁塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"658"	"資本的支出 耐久性を増すとは"	"null"	"0"	"0"	"0"	"1年以上前"
"659"	"資本的支出 修繕費 簿記三級"	"null"	"0"	"0"	"0"	"1年以内"
"660"	"ソフトウェア 資本的支出 フローチャート"	"null"	"0"	"0"	"0"	"1年以上前"
"661"	"仮設工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"662"	"大規模修繕 資本的支出 修繕費"	"null"	"0"	"0"	"0"	"1年以上前"
"663"	"資本的支出 50"	"null"	"0"	"0"	"0"	"1年以上前"
"664"	"資本的支出 分類の仕方"	"null"	"0"	"0"	"0"	"1年以上前"
"665"	"ソフトウェア 改良 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"666"	"固定資産 資本的支出 勘定科目"	"null"	"0"	"0"	"0"	"1年以上前"
"667"	"エアコン 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"668"	"資本的支出 修繕費 会計"	"null"	"0"	"0"	"0"	"1年以上前"
"669"	"カーペット 張替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"670"	"修繕費と資本的支出どちらが得なのか"	"null"	"0"	"0"	"0"	"1年以内"
"671"	"修繕費 資本的支出とは"	"null"	"0"	"0"	"0"	"1年以上前"
"672"	"屋根 の 修繕 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以上前"
"673"	"配線工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"674"	"シャッター工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"675"	"屋根の葺き替え 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"676"	"事前調査 資本的支出"	"null"	"0"	"0"	"0"	"過去90日"
"677"	"交換 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"678"	"20万円未満 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"679"	"資本的支出 区分"	"null"	"0"	"0"	"0"	"1年以上前"
"680"	"led 資本的支出 安定器"	"null"	"0"	"0"	"0"	"1年以上前"
"681"	"床 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"682"	"遮光フィルム 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"683"	"資本的支出とは 国税庁"	"null"	"0"	"0"	"0"	"1年以上前"
"684"	"部品交換 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"685"	"エアコン取替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"686"	"資本的支出 耐用年数の延長"	"null"	"0"	"0"	"0"	"1年以上前"
"687"	"アップグレード 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"688"	"耐用年数 建物 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"689"	"修繕費 資本的支出 前期末取得価額"	"null"	"0"	"0"	"0"	"1年以上前"
"690"	"簿記 資本的支出 仕訳"	"null"	"0"	"0"	"0"	"1年以上前"
"691"	"ledライト 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"692"	"シャッター 開閉器 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"693"	"建物 塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"694"	"洗面台交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"695"	"修繕費 資本的支出 原状回復"	"null"	"0"	"0"	"0"	"1年以上前"
"696"	"キャッシュフロー 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"697"	"資本的支出 計算例"	"null"	"0"	"0"	"0"	"1年以上前"
"698"	"会計 資本的支出 勘定科目"	"null"	"0"	"0"	"0"	"1年以上前"
"699"	"簿記 建物 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"700"	"増設 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"701"	"資本的支出 50 以上"	"null"	"0"	"0"	"0"	"半年以内"
"702"	"資本的支出 20万円以下"	"null"	"0"	"0"	"0"	"1年以上前"
"703"	"修繕費 資本的支出 30"	"null"	"0"	"0"	"0"	"1年以上前"
"704"	"植栽 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"705"	"資本的支出 経費的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"706"	"修繕費 資本的支出 船舶"	"null"	"0"	"0"	"0"	"1年以上前"
"707"	"資本的支出 撤去"	"null"	"0"	"0"	"0"	"1年以上前"
"708"	"資本的支出 費用"	"null"	"0"	"0"	"0"	"1年以上前"
"709"	"資本的支出 付随費用"	"null"	"0"	"0"	"0"	"1年以上前"
"710"	"資本的支出 部屋ごと"	"null"	"0"	"0"	"0"	"1年以上前"
"711"	"マンション 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"712"	"駐車場 ライン引き 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"713"	"資本的支出 例示"	"null"	"0"	"0"	"0"	"1年以上前"
"714"	"資本的支出 60万円未満"	"null"	"0"	"0"	"0"	"1年以上前"
"715"	"修繕費 資本的支出 割合区分"	"null"	"0"	"0"	"0"	"1年以上前"
"716"	"修繕費 資本的支出 部品交換"	"null"	"0"	"0"	"0"	"1年以上前"
"717"	"資本的支出 簿価1円"	"null"	"0"	"0"	"0"	"1年以上前"
"718"	"led 資本的支出 税務通信"	"null"	"0"	"0"	"0"	"1年以上前"
"719"	"資本的支出 減価償却期間"	"null"	"0"	"0"	"0"	"半年以内"
"720"	"システム バージョンアップ 資本的支出"	"27"	"0"	"0"	"0"	"1年以上前"
"721"	"外壁修理 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"722"	"固定資産 資本的支出 ソフトウェア"	"null"	"0"	"0"	"0"	"1年以上前"
"723"	"配管 交換 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"724"	"有価証券報告書 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"725"	"機械装置 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以上前"
"726"	"タイヤ交換 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"727"	"建物の修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"728"	"外壁補修 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"729"	"アパート リフォーム 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"730"	"資本的支出 クラウド"	"null"	"0"	"0"	"0"	"1年以上前"
"731"	"屋根の修理 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"732"	"屋根補修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"733"	"テント倉庫 張替え 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"734"	"コンセント増設 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"735"	"解体費用 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"736"	"キッチン交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"737"	"用途変更 模様替え 資本的支出"	"25"	"0"	"0"	"0"	"1年以上前"
"738"	"老朽化 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"739"	"リフォーム 撤去費用 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"740"	"屋根 リフォーム 工事 資本 的 支出"	"null"	"0"	"0"	"0"	"半年以内"
"741"	"資本的支出 キャペックス"	"null"	"0"	"0"	"0"	"1年以上前"
"742"	"資本的支出 言い換え"	"null"	"0"	"0"	"0"	"1年以上前"
"743"	"法改正対応 資本的支出"	"null"	"0"	"0"	"0"	"過去30日"
"744"	"外壁塗装 資本的支出 仕訳"	"null"	"0"	"0"	"0"	"1年以上前"
"745"	"os アップデート 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"746"	"冬用タイヤ 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"747"	"是正工事 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"748"	"建物 リフォーム 資本 的 支出"	"null"	"0"	"0"	"0"	"半年以内"
"749"	"改造 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"750"	"資産 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"751"	"機械 修理 資本 的 支出"	"null"	"0"	"0"	"0"	"半年以内"
"752"	"防音工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"753"	"資本的支出 の勘定科目"	"null"	"0"	"0"	"0"	"1年以上前"
"754"	"資本的支出 何年"	"null"	"0"	"0"	"0"	"1年以上前"
"755"	"財務 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"756"	"共有資産 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"757"	"便座交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"758"	"緑化 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"759"	"屋根防水工事 資本的支出"	"26"	"0"	"0"	"0"	"1年以上前"
"760"	"レイアウト 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"761"	"資本的支出 前期末取得価額"	"null"	"0"	"0"	"0"	"1年以上前"
"762"	"修繕費 資本的支出 交換"	"null"	"0"	"0"	"0"	"1年以上前"
"763"	"建物 定率法 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"764"	"経年劣化 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"765"	"物置 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"766"	"税務 修繕費と資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"767"	"照明 led 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"768"	"資本的支出 特例 メリット"	"null"	"0"	"0"	"0"	"1年以上前"
"769"	"修繕費 資本的支出 英語"	"null"	"0"	"0"	"0"	"1年以上前"
"770"	"資本的支出 キャッシュフロー計算書"	"null"	"0"	"0"	"0"	"1年以上前"
"771"	"資本的支出 ncf"	"null"	"0"	"0"	"0"	"1年以上前"
"772"	"資本的支出 修繕費 税務調査"	"null"	"0"	"0"	"0"	"1年以上前"
"773"	"資本的支出 償却方法 所得税"	"null"	"0"	"0"	"0"	"1年以上前"
"774"	"資本的支出 維持管理"	"null"	"0"	"0"	"0"	"1年以上前"
"775"	"資本的支出 別表16"	"null"	"0"	"0"	"0"	"1年以上前"
"776"	"資本的支出 更新"	"null"	"0"	"0"	"0"	"1年以上前"
"777"	"ups 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"778"	"コンサル費用 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"779"	"資本的支出 範囲"	"null"	"0"	"0"	"0"	"1年以上前"
"780"	"機械装置 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"781"	"資本的支出 バッテリー"	"null"	"0"	"0"	"0"	"1年以上前"
"782"	"床 補修 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"783"	"資本的支出 1年未満"	"null"	"0"	"0"	"0"	"1年以上前"
"784"	"資本的支出 4条"	"null"	"0"	"0"	"0"	"1年以上前"
"785"	"資本的支出 圧縮記帳"	"null"	"0"	"0"	"0"	"1年以上前"
"786"	"ウォシュレット 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"787"	"資本的支出 会計"	"null"	"0"	"0"	"0"	"1年以上前"
"788"	"資本的支出 高額特定資産"	"null"	"0"	"0"	"0"	"1年以上前"
"789"	"資本的支出 追加"	"null"	"0"	"0"	"0"	"1年以上前"
"790"	"資本的支出 年数"	"null"	"0"	"0"	"0"	"1年以上前"
"791"	"資本的支出 ひよこ"	"null"	"0"	"0"	"0"	"1年以上前"
"792"	"資本的支出 平成19年3月31日以前"	"null"	"0"	"0"	"0"	"1年以上前"
"793"	"資本的支出 無形資産"	"null"	"0"	"0"	"0"	"1年以上前"
"794"	"資本的支出 リース"	"null"	"0"	"0"	"0"	"1年以上前"
"795"	"レンタル 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"796"	"資本的支出 合算特例"	"null"	"0"	"0"	"0"	"1年以上前"
"797"	"資本的支出 税額控除"	"null"	"0"	"0"	"0"	"1年以上前"
"798"	"oaフロア 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"799"	"建物 資本的支出 勘定科目"	"null"	"0"	"0"	"0"	"1年以上前"
"800"	"修繕費 資本的支出 勘定科目"	"null"	"0"	"0"	"0"	"1年以内"
"801"	"資本的支出 否認"	"null"	"0"	"0"	"0"	"半年以内"
"802"	"資本的支出 求め方"	"null"	"0"	"0"	"0"	"半年以内"
"803"	"資本的支出 有価証券報告書"	"null"	"0"	"0"	"0"	"半年以内"
"804"	"資本的支出 前期末取得価額とは"	"null"	"0"	"0"	"0"	"半年以内"
"805"	"ウレタン塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"806"	"雨漏り補修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"807"	"資本的支出 修繕費 具体例"	"null"	"0"	"0"	"0"	"過去90日"
"808"	"修繕費資本的支出 収益的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"809"	"資本的支出 フローチャート 国税庁法人税"	"null"	"0"	"0"	"0"	"1年以上前"
"810"	"修繕費資本的支出 フローチャート 国税庁法人税"	"null"	"0"	"0"	"0"	"1年以上前"
"811"	"雨樋交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"812"	"畳張替え 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"813"	"屋根塗装修繕費資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"814"	"lan工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"815"	"資本的支出 60"	"null"	"0"	"0"	"0"	"1年以上前"
"816"	"ウォシュレット交換 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"817"	"資本 的 支出 比率"	"null"	"0"	"0"	"0"	"1年以内"
"818"	"簿記 二 級 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"819"	"修繕費 資本的支出 区分"	"null"	"0"	"0"	"0"	"1年以上前"
"820"	"光触媒コーティング 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"821"	"トイレ 修理 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"822"	"新札対応 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"823"	"修繕費 資本的支出 修正申告"	"null"	"0"	"0"	"0"	"1年以上前"
"824"	"資本的支出 20万円 消費税"	"null"	"0"	"0"	"0"	"1年以上前"
"825"	"資本的支出 償却"	"null"	"0"	"0"	"0"	"1年以上前"
"826"	"修繕的支出 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"827"	"耐用年数 中古 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"828"	"リース車両 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"829"	"ソフトウェア アップデート 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"830"	"資本的支出 雨漏り"	"null"	"0"	"0"	"0"	"1年以上前"
"831"	"資本的支出 損益計算書"	"null"	"0"	"0"	"0"	"1年以上前"
"832"	"資本的支出 修繕費 区分"	"null"	"0"	"0"	"0"	"1年以上前"
"833"	"法令対応 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"834"	"簿記 固定資産 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"835"	"資本的支出 算出方法"	"null"	"0"	"0"	"0"	"1年以上前"
"836"	"建物 旧定率法 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"837"	"資本的支出 再リース"	"null"	"0"	"0"	"0"	"1年以上前"
"838"	"農業 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"839"	"資本的支出 道路"	"null"	"0"	"0"	"0"	"1年以上前"
"840"	"資本的支出 図面"	"null"	"0"	"0"	"0"	"1年以上前"
"841"	"資本的支出 データ移行"	"null"	"0"	"0"	"0"	"1年以上前"
"842"	"資本的支出 10万未満"	"null"	"0"	"0"	"0"	"1年以上前"
"843"	"資本的支出 20"	"null"	"0"	"0"	"0"	"1年以上前"
"844"	"ソフトウェア 資本的支出 30万円未満"	"null"	"0"	"0"	"0"	"1年以上前"
"845"	"資本的支出 修繕費 60万"	"null"	"0"	"0"	"0"	"1年以内"
"846"	"資本的支出 明らかに価値を高める"	"null"	"0"	"0"	"0"	"1年以上前"
"847"	"資本的支出 アパート"	"null"	"0"	"0"	"0"	"1年以上前"
"848"	"資本的支出 建設仮勘定"	"null"	"0"	"0"	"0"	"1年以上前"
"849"	"資本的支出 裁判例"	"null"	"0"	"0"	"0"	"1年以上前"
"850"	"資本的支出 撤去費"	"null"	"0"	"0"	"0"	"1年以上前"
"851"	"撤去工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"852"	"資本的支出 費用的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"853"	"リース資産 資本的支出 修繕費"	"null"	"0"	"0"	"0"	"1年以上前"
"854"	"資本的支出 収益的支出 例"	"null"	"0"	"0"	"0"	"1年以上前"
"855"	"老朽化更新 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"856"	"老朽化 修繕 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"857"	"資本的支出 割合区分"	"null"	"0"	"0"	"0"	"1年以上前"
"858"	"外壁改修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"859"	"財産評価 建物 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"860"	"資本的支出 譲渡所得"	"null"	"0"	"0"	"0"	"1年以上前"
"861"	"資本的支出 税務"	"null"	"0"	"0"	"0"	"1年以上前"
"862"	"資本的支出 簿記2級"	"null"	"0"	"0"	"0"	"1年以上前"
"863"	"資本的支出 税法"	"null"	"0"	"0"	"0"	"1年以上前"
"864"	"内窓 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"865"	"資本的支出 賃貸"	"null"	"0"	"0"	"0"	"半年以内"
"866"	"資本的支出 未払金"	"null"	"0"	"0"	"0"	"半年以内"
"867"	"資本的支出とは 簿記"	"null"	"0"	"0"	"0"	"半年以内"
"868"	"部品の交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"869"	"修繕費用 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"870"	"中古住宅 資本的支出 耐用年数"	"null"	"0"	"0"	"0"	"1年以内"
"871"	"建物改修工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"872"	"固定資産 移設 資本的支出"	"null"	"0"	"0"	"0"	"過去90日"
"873"	"エンジン修理 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"874"	"部屋 用途変更 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"875"	"資本的支出 パソコン"	"null"	"0"	"0"	"0"	"1年以上前"
"876"	"収益還元法 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"877"	"屋上 防水工事 資本的支出 修繕費"	"26"	"0"	"0"	"0"	"1年以上前"
"878"	"シーリング工事 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"879"	"伐採 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"880"	"外壁塗装 修繕 資本的支出"	"null"	"0"	"0"	"0"	"過去90日"
"881"	"トイレ改修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"882"	"資本的支出 30"	"null"	"0"	"0"	"0"	"1年以上前"
"883"	"修繕費 資本的支出 7 3"	"null"	"0"	"0"	"0"	"1年以上前"
"884"	"壁紙 張替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"885"	"防水工事 資本的支出 耐用年数"	"23"	"0"	"0"	"0"	"1年以上前"
"886"	"資本的支出 led"	"null"	"0"	"0"	"0"	"1年以上前"
"887"	"原状回復 修繕費 資本的支出"	"50"	"0"	"0"	"0"	"1年以上前"
"888"	"固定資産 改造 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"889"	"建物 解体 費用 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"890"	"図説 資産別 修繕費・資本的支出等の税務 重要質疑応答150問"	"null"	"0"	"0"	"0"	"1年以上前"
"891"	"補強 修繕 費 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以上前"
"892"	"外壁塗装工事 修繕費と資本的支出"	"29"	"0"	"0"	"0"	"1年以上前"
"893"	"建物 大規模修繕 資本的支出"	"33"	"0"	"0"	"0"	"1年以上前"
"894"	"保守修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"895"	"資本的支出 額"	"null"	"0"	"0"	"0"	"1年以上前"
"896"	"プログラム 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"897"	"自動ドア エンジン交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"898"	"サイディング 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"899"	"ソフトウェア 資本的支出 減価償却"	"null"	"0"	"0"	"0"	"1年以上前"
"900"	"修繕 経費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"901"	"修繕費 資本的支出 70"	"null"	"0"	"0"	"0"	"1年以上前"
"902"	"駐車場 舗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"903"	"耐震補強 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"904"	"仕様変更 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"905"	"資本的支出 相続"	"null"	"0"	"0"	"0"	"1年以上前"
"906"	"資本的支出 船舶"	"null"	"0"	"0"	"0"	"1年以上前"
"907"	"システム改修 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"908"	"車両 運搬 具 資本 的 支出"	"null"	"0"	"0"	"0"	"1年以内"
"909"	"ソフトウェア 資本的支出 税額控除"	"null"	"0"	"0"	"0"	"1年以上前"
"910"	"資本的支出 減価償却 仕訳"	"null"	"0"	"0"	"0"	"1年以上前"
"911"	"インターホン 交換 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"912"	"osバージョンアップ 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"913"	"資本的支出 機能向上"	"null"	"0"	"0"	"0"	"半年以内"
"914"	"道路舗装 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"915"	"資本的支出 修繕費 60万円"	"null"	"0"	"0"	"0"	"半年以内"
"916"	"資本的支出 10万円以下"	"null"	"0"	"0"	"0"	"1年以上前"
"917"	"資本的支出 7 3基準とは"	"null"	"0"	"0"	"0"	"1年以上前"
"918"	"資本的支出 車"	"null"	"0"	"0"	"0"	"1年以上前"
"919"	"資本的支出 設計費"	"null"	"0"	"0"	"0"	"1年以上前"
"920"	"居住用賃貸建物 資本的支出 仕入税額控除"	"null"	"0"	"0"	"0"	"1年以上前"
"921"	"資本的支出 引当金"	"null"	"0"	"0"	"0"	"1年以上前"
"922"	"資本的支出 本"	"null"	"0"	"0"	"0"	"1年以上前"
"923"	"reit 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"924"	"残土処分 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"925"	"照明増設 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"926"	"電動フォークリフト バッテリー交換 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"927"	"電気設備工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"928"	"ビニールハウス 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"929"	"ブラインド 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"930"	"プログラム修正 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"931"	"30万円未満 少額減価償却資産 資本的支出"	"null"	"0"	"0"	"0"	"1年以内"
"932"	"資本的支出 修繕費 簿記"	"null"	"0"	"0"	"0"	"1年以上前"
"933"	"屋上防水工事 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"934"	"中古物件 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"935"	"給湯器交換 修繕費 資本的支出"	"26"	"0"	"0"	"0"	"1年以上前"
"936"	"概算取得費 資本的支出"	"null"	"0"	"0"	"0"	"半年以内"
"937"	"改修工事 資本的支出 耐用年数"	"50"	"0"	"0"	"0"	"1年以上前"
"938"	"リース資産 資本的支出 償却方法"	"null"	"0"	"0"	"0"	"1年以上前"
"939"	"外壁修繕工事 資本的支出"	"33"	"0"	"0"	"0"	"1年以上前"
"940"	"シリコン塗装 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"941"	"資本的支出 修繕費 防水工事"	"27"	"0"	"0"	"0"	"1年以上前"
"942"	"盛替工事 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"943"	"平成19年 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"944"	"取替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"945"	"床張り替え 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"946"	"資本的支出 新規取得 違い"	"null"	"0"	"0"	"0"	"半年以内"
"947"	"賃貸マンション 修繕費 資本的支出"	"27"	"0"	"0"	"0"	"1年以上前"
"948"	"資本的支出 労務費"	"null"	"0"	"0"	"0"	"1年以上前"
"949"	"資本的支出 耐用年数経過後"	"null"	"0"	"0"	"0"	"1年以上前"
"950"	"株 資本的支出とは"	"null"	"0"	"0"	"0"	"1年以上前"
"951"	"防鳥ネット 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"952"	"簿記 仕訳 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"953"	"資本的支出 投資キャッシュフロー"	"null"	"0"	"0"	"0"	"1年以上前"
"954"	"固定資産 資本的支出 償却方法"	"null"	"0"	"0"	"0"	"1年以上前"
"955"	"資本的支出 10万円以上"	"null"	"0"	"0"	"0"	"1年以上前"
"956"	"修繕費と資本的支出の区分(フロー図)"	"null"	"0"	"0"	"0"	"1年以上前"
"957"	"給湯器 修繕費 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"958"	"資本的支出修繕費 どっちが得"	"null"	"0"	"0"	"0"	"1年以上前"
"959"	"ソフトウェア 資本的支出 金額"	"null"	"0"	"0"	"0"	"1年以上前"
"960"	"クロス貼替 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"961"	"飛散防止フィルム 資本的支出"	"null"	"0"	"0"	"0"	"1年以上前"
"962"	"資本的支出 取得価額 10"	"null"	"0"	"0"	"0"	"1年以上前"
"963"	"資本的支出 部品の交換"	"null"	"0"	"0"	"0"	"1年以上前"
